2025-03-09T05:08:19.100Z	info	VictoriaMetrics/lib/logger/flag.go:12	build version: victoria-metrics-20230228-014521-tags-v1.88.1-0-g95e117342
2025-03-09T05:08:19.100Z	info	VictoriaMetrics/lib/logger/flag.go:13	command-line flags
2025-03-09T05:08:19.100Z	info	VictoriaMetrics/lib/logger/flag.go:20	  -httpListenAddr=":8428"
2025-03-09T05:08:19.100Z	info	VictoriaMetrics/lib/logger/flag.go:20	  -retentionPeriod="5y"
2025-03-09T05:08:19.100Z	info	VictoriaMetrics/lib/logger/flag.go:20	  -search.disableCache="true"
2025-03-09T05:08:19.100Z	info	VictoriaMetrics/lib/logger/flag.go:20	  -storageDataPath="./data/"
2025-03-09T05:08:19.100Z	info	VictoriaMetrics/app/victoria-metrics/main.go:60	starting VictoriaMetrics at ":8428"...
2025-03-09T05:08:19.100Z	info	VictoriaMetrics/app/vmstorage/main.go:107	opening storage at "./data/" with -retentionPeriod=5y
2025-03-09T05:08:19.103Z	info	VictoriaMetrics/lib/memory/memory.go:42	limiting caches to 10307921510 bytes, leaving 6871947674 bytes to the OS according to -memory.allowedPercent=60
2025-03-09T05:08:19.103Z	info	VictoriaMetrics/lib/storage/storage.go:1023	loading MetricName->TSID cache from "/Users/yelingyun/repo/stock-quantization/data/cache/metricName_tsid"...
2025-03-09T05:08:19.108Z	info	VictoriaMetrics/lib/storage/storage.go:1028	loaded MetricName->TSID cache from "/Users/yelingyun/repo/stock-quantization/data/cache/metricName_tsid" in 0.004 seconds; entriesCount: 0; sizeBytes: 0
2025-03-09T05:08:19.108Z	info	VictoriaMetrics/lib/storage/storage.go:1023	loading MetricID->TSID cache from "/Users/yelingyun/repo/stock-quantization/data/cache/metricID_tsid"...
2025-03-09T05:08:19.108Z	info	VictoriaMetrics/lib/storage/storage.go:1028	loaded MetricID->TSID cache from "/Users/yelingyun/repo/stock-quantization/data/cache/metricID_tsid" in 0.001 seconds; entriesCount: 0; sizeBytes: 0
2025-03-09T05:08:19.108Z	info	VictoriaMetrics/lib/storage/storage.go:1023	loading MetricID->MetricName cache from "/Users/yelingyun/repo/stock-quantization/data/cache/metricID_metricName"...
2025-03-09T05:08:19.109Z	info	VictoriaMetrics/lib/storage/storage.go:1028	loaded MetricID->MetricName cache from "/Users/yelingyun/repo/stock-quantization/data/cache/metricID_metricName" in 0.001 seconds; entriesCount: 0; sizeBytes: 0
2025-03-09T05:08:19.109Z	info	VictoriaMetrics/lib/storage/storage.go:883	loading curr_hour_metric_ids from "/Users/yelingyun/repo/stock-quantization/data/cache/curr_hour_metric_ids"...
2025-03-09T05:08:19.109Z	info	VictoriaMetrics/lib/storage/storage.go:886	nothing to load from "/Users/yelingyun/repo/stock-quantization/data/cache/curr_hour_metric_ids"
2025-03-09T05:08:19.109Z	info	VictoriaMetrics/lib/storage/storage.go:883	loading prev_hour_metric_ids from "/Users/yelingyun/repo/stock-quantization/data/cache/prev_hour_metric_ids"...
2025-03-09T05:08:19.110Z	info	VictoriaMetrics/lib/storage/storage.go:886	nothing to load from "/Users/yelingyun/repo/stock-quantization/data/cache/prev_hour_metric_ids"
